date,city,kitchen_id,item_name,category,price,orders,weekday,promo_flag,temperature,kitchen_capacity,delivery_distance_km,holiday_flag
2024-11-01,Hyderabad,KFHY4,Margherita Pizza,Main Course,315,25,Friday,0,21,495,2.09,0
2024-07-03,Hyderabad,KFHY1,Veg Wrap,Snacks,499,96,Wednesday,0,32,469,2.35,0
2024-11-23,Chennai,KFCH4,Brownie,Dessert,123,81,Saturday,0,36,288,4.89,1
2024-11-02,Hyderabad,KFHY1,Chicken Wrap,Snacks,324,77,Saturday,0,33,228,5.77,1
2024-10-08,Kolkata,KFKO1,Brownie,Dessert,339,10,Tuesday,0,27,498,2.02,0
2024-12-06,Hyderabad,KFHY2,Veg Wrap,Snacks,207,73,Friday,0,18,529,6.45,0
2024-05-23,Delhi,KFDE4,Margherita Pizza,Main Course,265,104,Thursday,0,21,431,7.69,0
2024-10-19,Hyderabad,KFHY2,Paneer Biryani,Main Course,393,64,Saturday,1,19,595,7.59,1
2024-05-28,Bangalore,KFBA2,Chicken Biryani,Main Course,369,71,Tuesday,0,27,575,6.29,0
2024-01-23,Pune,KFPU1,Margherita Pizza,Main Course,347,116,Tuesday,0,36,489,2.24,0
2024-12-31,Kolkata,KFKO3,Margherita Pizza,Main Course,178,117,Tuesday,0,19,350,3.47,0
2024-11-13,Kolkata,KFKO3,Paneer Biryani,Main Course,334,77,Wednesday,0,24,539,3.45,0
2024-05-17,Hyderabad,KFHY4,Margherita Pizza,Main Course,223,6,Friday,0,34,237,5.15,0
2024-05-25,Delhi,KFDE1,Veg Wrap,Snacks,417,63,Saturday,0,27,574,3.97,1
2024-12-16,Pune,KFPU2,Veg Wrap,Snacks,418,71,Monday,0,18,399,5.59,0
2024-11-04,Hyderabad,KFHY4,Veg Wrap,Snacks,291,109,Monday,1,36,330,6.73,0
2024-05-09,Hyderabad,KFHY3,Paneer Biryani,Main Course,461,113,Thursday,1,36,253,3.09,0
2024-10-10,Kolkata,KFKO1,Chicken Biryani,Main Course,391,14,Thursday,0,30,303,1.27,0
2024-06-28,Hyderabad,KFHY1,Veg Wrap,Snacks,310,30,Friday,0,38,288,5.97,0
2024-04-01,Delhi,KFDE4,Veg Wrap,Snacks,443,117,Monday,0,35,573,0.77,0
2024-05-01,Mumbai,KFMU4,Paneer Biryani,Main Course,454,77,Wednesday,0,22,425,1.38,0
2024-10-13,Bangalore,KFBA3,Chicken Wrap,Snacks,481,82,Sunday,0,39,334,2.07,1
2024-01-17,Pune,KFPU1,Pepperoni Pizza,Main Course,372,20,Wednesday,0,37,215,2.83,0
2024-10-30,Kolkata,KFKO4,Chicken Biryani,Main Course,124,115,Wednesday,0,30,332,4.92,0
2024-01-19,Bangalore,KFBA2,Chicken Biryani,Main Course,243,35,Friday,0,21,412,5.33,0
2024-10-31,Mumbai,KFMU1,Margherita Pizza,Main Course,336,89,Thursday,0,30,344,0.79,0
2024-04-01,Delhi,KFDE2,Veg Wrap,Snacks,156,77,Monday,0,27,255,0.73,0
2024-02-06,Hyderabad,KFHY3,Cold Coffee,Beverages,121,70,Tuesday,0,18,574,7.75,0
2024-12-16,Mumbai,KFMU3,Veg Wrap,Snacks,143,98,Monday,0,29,290,6.39,0
2024-12-20,Kolkata,KFKO4,Chicken Biryani,Main Course,313,61,Friday,0,39,573,6.01,0
2024-02-21,Hyderabad,KFHY2,Chicken Wrap,Snacks,420,64,Wednesday,0,26,397,2.14,0
2024-06-12,Pune,KFPU1,Brownie,Dessert,266,84,Wednesday,0,26,320,7.31,0
2024-04-03,Chennai,KFCH3,Cold Coffee,Beverages,482,104,Wednesday,0,39,468,3.39,0
2024-02-28,Mumbai,KFMU2,Margherita Pizza,Main Course,274,76,Wednesday,0,39,361,3.06,0
2024-08-01,Chennai,KFCH4,Brownie,Dessert,487,52,Thursday,0,20,596,5.27,0
2024-07-08,Delhi,KFDE4,Cold Coffee,Beverages,306,115,Monday,0,19,522,3.71,0
2024-05-24,Delhi,KFDE1,Brownie,Dessert,305,7,Friday,0,24,556,7.08,0
2024-10-10,Kolkata,KFKO4,Veg Wrap,Snacks,255,117,Thursday,0,38,329,6.0,0
2024-06-30,Kolkata,KFKO2,Brownie,Dessert,212,113,Sunday,1,29,346,1.74,1
2024-01-15,Mumbai,KFMU3,Brownie,Dessert,250,91,Monday,0,35,553,0.52,0
2024-07-01,Pune,KFPU3,Margherita Pizza,Main Course,148,127,Monday,1,30,534,1.82,0
2024-02-21,Delhi,KFDE4,Cold Coffee,Beverages,240,107,Wednesday,0,25,365,4.92,0
2024-12-25,Kolkata,KFKO3,Chicken Wrap,Snacks,397,75,Wednesday,0,24,548,2.87,0
2024-01-28,Pune,KFPU2,Veg Wrap,Snacks,366,48,Sunday,1,34,280,0.63,1
2024-05-31,Hyderabad,KFHY4,Brownie,Dessert,351,103,Friday,1,22,387,7.95,0
2024-05-31,Delhi,KFDE4,Cold Coffee,Beverages,282,72,Friday,1,25,237,2.87,0
2024-12-22,Mumbai,KFMU3,Chicken Wrap,Snacks,357,56,Sunday,1,27,344,1.47,1
2024-08-04,Kolkata,KFKO4,Margherita Pizza,Main Course,360,31,Sunday,0,34,276,0.76,1
2024-12-30,Delhi,KFDE2,Brownie,Dessert,235,22,Monday,0,18,329,7.63,0
2024-04-25,Pune,KFPU4,Brownie,Dessert,371,34,Thursday,0,28,508,0.96,0
2024-03-07,Mumbai,KFMU3,Paneer Biryani,Main Course,387,73,Thursday,0,26,393,2.54,0
2024-02-21,Chennai,KFCH3,Margherita Pizza,Main Course,421,51,Wednesday,0,23,293,1.11,0
2024-05-03,Delhi,KFDE3,Brownie,Dessert,288,109,Friday,0,20,541,6.65,0
2024-10-06,Chennai,KFCH4,Brownie,Dessert,234,69,Sunday,0,21,456,3.63,1
2024-05-09,Pune,KFPU1,Veg Wrap,Snacks,216,33,Thursday,0,33,289,0.85,0
2024-06-06,Mumbai,KFMU1,Cold Coffee,Beverages,468,40,Thursday,0,27,473,0.55,0
2024-09-28,Pune,KFPU1,Chicken Biryani,Main Course,300,78,Saturday,0,32,261,6.79,1
2024-03-03,Bangalore,KFBA2,Brownie,Dessert,455,59,Sunday,0,35,567,1.97,1
2024-08-16,Delhi,KFDE1,Pepperoni Pizza,Main Course,376,92,Friday,0,36,342,7.64,0
2024-08-23,Kolkata,KFKO3,Cold Coffee,Beverages,167,78,Friday,0,30,474,3.72,0
2024-10-21,Delhi,KFDE3,Pepperoni Pizza,Main Course,449,109,Monday,0,25,541,3.51,0
2024-01-27,Hyderabad,KFHY3,Pepperoni Pizza,Main Course,387,107,Saturday,0,35,262,4.67,1
2024-05-11,Hyderabad,KFHY3,Cold Coffee,Beverages,182,110,Saturday,0,20,385,1.22,1
2024-09-02,Pune,KFPU2,Chicken Wrap,Snacks,417,75,Monday,0,36,523,5.12,0
2024-07-27,Mumbai,KFMU2,Veg Wrap,Snacks,125,83,Saturday,0,38,381,7.84,1
2024-08-03,Mumbai,KFMU2,Brownie,Dessert,444,5,Saturday,0,23,301,0.86,1
2024-06-25,Hyderabad,KFHY4,Veg Wrap,Snacks,277,117,Tuesday,0,23,404,6.32,0
2024-02-09,Mumbai,KFMU3,Paneer Biryani,Main Course,233,5,Friday,0,23,464,1.14,0
2024-11-14,Bangalore,KFBA2,Pepperoni Pizza,Main Course,494,37,Thursday,0,32,555,2.76,0
2024-11-26,Bangalore,KFBA3,Veg Wrap,Snacks,386,54,Tuesday,0,35,461,0.63,0
2024-02-16,Kolkata,KFKO2,Brownie,Dessert,342,20,Friday,0,34,462,6.13,0
2024-05-30,Mumbai,KFMU4,Brownie,Dessert,354,12,Thursday,0,24,322,1.53,0
2024-02-13,Mumbai,KFMU2,Paneer Biryani,Main Course,306,98,Tuesday,0,19,206,3.9,0
2024-10-11,Kolkata,KFKO1,Veg Wrap,Snacks,338,115,Friday,0,36,227,1.72,0
2024-03-20,Chennai,KFCH3,Brownie,Dessert,450,52,Wednesday,0,27,276,4.69,0
2024-05-04,Chennai,KFCH2,Margherita Pizza,Main Course,359,60,Saturday,0,33,269,3.62,1
2024-11-22,Hyderabad,KFHY4,Paneer Biryani,Main Course,304,13,Friday,0,27,203,3.51,0
2024-10-17,Mumbai,KFMU3,Cold Coffee,Beverages,432,37,Thursday,0,30,325,1.02,0
2024-12-22,Kolkata,KFKO2,Pepperoni Pizza,Main Course,479,74,Sunday,0,38,544,2.73,1
2024-08-20,Delhi,KFDE2,Brownie,Dessert,218,109,Tuesday,0,19,523,0.5,0
2024-08-05,Bangalore,KFBA2,Chicken Biryani,Main Course,185,64,Monday,0,29,542,1.64,0
2024-02-06,Chennai,KFCH2,Chicken Wrap,Snacks,420,9,Tuesday,0,30,504,3.89,0
2024-06-18,Kolkata,KFKO4,Chicken Biryani,Main Course,331,101,Tuesday,0,36,253,4.87,0
2024-05-21,Mumbai,KFMU4,Paneer Biryani,Main Course,403,51,Tuesday,0,18,334,2.92,0
2024-09-27,Pune,KFPU3,Veg Wrap,Snacks,481,61,Friday,0,21,339,2.18,0
2024-07-29,Kolkata,KFKO3,Margherita Pizza,Main Course,139,87,Monday,1,38,522,5.81,0
2024-01-07,Hyderabad,KFHY3,Chicken Wrap,Snacks,153,77,Sunday,0,36,291,7.74,1
2024-07-20,Mumbai,KFMU2,Margherita Pizza,Main Course,295,62,Saturday,0,24,271,4.29,1
2024-05-18,Bangalore,KFBA4,Veg Wrap,Snacks,157,23,Saturday,1,18,399,6.01,1
2024-10-22,Delhi,KFDE1,Veg Wrap,Snacks,375,7,Tuesday,0,21,533,5.36,0
2024-09-03,Mumbai,KFMU4,Veg Wrap,Snacks,311,105,Tuesday,1,31,378,5.66,0
2024-12-11,Bangalore,KFBA1,Brownie,Dessert,298,66,Wednesday,0,23,343,2.86,0
2024-10-20,Mumbai,KFMU1,Pepperoni Pizza,Main Course,392,78,Sunday,0,18,505,6.81,1
2024-08-08,Kolkata,KFKO3,Chicken Biryani,Main Course,444,34,Thursday,0,38,201,2.52,0
2024-06-10,Kolkata,KFKO2,Pepperoni Pizza,Main Course,412,28,Monday,0,29,364,0.57,0
2024-09-14,Delhi,KFDE2,Veg Wrap,Snacks,408,69,Saturday,0,35,300,1.15,1
2024-09-29,Kolkata,KFKO3,Paneer Biryani,Main Course,405,40,Sunday,1,18,331,1.12,1
2024-05-05,Delhi,KFDE3,Veg Wrap,Snacks,473,34,Sunday,0,35,502,2.24,1
2024-10-24,Pune,KFPU3,Chicken Biryani,Main Course,303,39,Thursday,0,28,403,1.31,0
2024-08-05,Chennai,KFCH3,Cold Coffee,Beverages,149,79,Monday,1,29,503,5.41,0
2024-01-12,Kolkata,KFKO2,Chicken Wrap,Snacks,129,74,Friday,0,28,462,0.91,0
2024-02-14,Hyderabad,KFHY3,Pepperoni Pizza,Main Course,306,104,Wednesday,0,35,222,6.07,0
2024-10-19,Bangalore,KFBA4,Cold Coffee,Beverages,233,15,Saturday,0,23,556,6.86,1
2024-06-29,Kolkata,KFKO4,Paneer Biryani,Main Course,462,119,Saturday,0,20,406,1.66,1
2024-09-18,Hyderabad,KFHY1,Cold Coffee,Beverages,121,8,Wednesday,0,38,321,5.16,0
2024-02-16,Pune,KFPU2,Margherita Pizza,Main Course,354,51,Friday,0,29,396,1.15,0
2024-03-31,Delhi,KFDE3,Brownie,Dessert,211,39,Sunday,0,22,265,0.91,1
2024-11-13,Bangalore,KFBA3,Cold Coffee,Beverages,406,79,Wednesday,0,23,525,1.37,0
2024-05-19,Pune,KFPU3,Chicken Wrap,Snacks,369,52,Sunday,0,34,599,0.86,1
2024-08-05,Kolkata,KFKO3,Cold Coffee,Beverages,127,52,Monday,0,35,379,7.99,0
2024-04-26,Kolkata,KFKO1,Cold Coffee,Beverages,373,15,Friday,0,35,558,7.26,0
2024-08-01,Chennai,KFCH2,Pepperoni Pizza,Main Course,245,33,Thursday,1,26,466,5.23,0
2024-04-10,Hyderabad,KFHY2,Chicken Biryani,Main Course,316,73,Wednesday,1,38,345,7.41,0
2024-08-05,Pune,KFPU4,Pepperoni Pizza,Main Course,316,63,Monday,0,23,405,3.65,0
2024-05-23,Delhi,KFDE1,Veg Wrap,Snacks,340,20,Thursday,0,29,597,6.94,0
2024-08-06,Chennai,KFCH4,Chicken Wrap,Snacks,190,64,Tuesday,0,34,588,6.99,0
2024-08-26,Hyderabad,KFHY2,Chicken Biryani,Main Course,387,95,Monday,1,23,313,5.29,0
2024-03-15,Bangalore,KFBA1,Cold Coffee,Beverages,289,119,Friday,0,37,404,1.91,0
2024-06-28,Mumbai,KFMU3,Paneer Biryani,Main Course,134,45,Friday,0,26,237,6.78,0
2024-10-13,Mumbai,KFMU4,Brownie,Dessert,433,76,Sunday,0,31,458,5.82,1
2024-07-03,Pune,KFPU4,Chicken Biryani,Main Course,380,36,Wednesday,0,25,495,5.0,0
2024-09-06,Delhi,KFDE3,Paneer Biryani,Main Course,239,43,Friday,0,28,463,1.05,0
2024-09-05,Hyderabad,KFHY3,Margherita Pizza,Main Course,265,119,Thursday,1,39,403,1.75,0
2024-04-09,Delhi,KFDE3,Brownie,Dessert,274,110,Tuesday,0,31,266,0.86,0
2024-04-01,Hyderabad,KFHY3,Cold Coffee,Beverages,124,76,Monday,0,25,264,7.29,0
2024-11-05,Delhi,KFDE3,Veg Wrap,Snacks,327,117,Tuesday,1,20,246,6.39,0
2024-08-05,Delhi,KFDE3,Brownie,Dessert,311,11,Monday,0,35,385,7.72,0
2024-11-02,Chennai,KFCH2,Margherita Pizza,Main Course,325,103,Saturday,1,30,413,6.72,1
2024-02-07,Delhi,KFDE1,Cold Coffee,Beverages,259,62,Wednesday,0,28,226,7.39,0
2024-02-25,Mumbai,KFMU2,Pepperoni Pizza,Main Course,465,104,Sunday,1,19,270,3.85,1
2024-10-27,Bangalore,KFBA1,Paneer Biryani,Main Course,122,10,Sunday,0,30,505,5.5,1
2024-05-14,Chennai,KFCH2,Paneer Biryani,Main Course,472,104,Tuesday,0,38,244,6.12,0
2024-11-09,Delhi,KFDE2,Chicken Wrap,Snacks,337,115,Saturday,0,18,573,2.91,1
2024-08-09,Bangalore,KFBA2,Veg Wrap,Snacks,293,113,Friday,0,24,276,4.63,0
2024-11-01,Mumbai,KFMU3,Chicken Biryani,Main Course,402,62,Friday,0,39,348,2.61,0
2024-11-25,Bangalore,KFBA2,Paneer Biryani,Main Course,120,52,Monday,0,37,342,6.73,0
2024-06-02,Kolkata,KFKO3,Paneer Biryani,Main Course,367,79,Sunday,0,35,452,6.91,1
2024-09-08,Hyderabad,KFHY2,Veg Wrap,Snacks,482,50,Sunday,1,24,566,3.08,1
2024-06-01,Hyderabad,KFHY2,Brownie,Dessert,146,90,Saturday,1,32,204,1.24,1
2024-09-08,Hyderabad,KFHY1,Cold Coffee,Beverages,313,95,Sunday,0,36,446,7.79,1
2024-09-07,Kolkata,KFKO4,Veg Wrap,Snacks,125,88,Saturday,0,39,555,4.22,1
2024-11-15,Hyderabad,KFHY1,Cold Coffee,Beverages,408,23,Friday,0,35,496,6.19,0
2024-03-16,Hyderabad,KFHY2,Cold Coffee,Beverages,182,64,Saturday,0,32,598,1.57,1
2024-08-01,Mumbai,KFMU2,Veg Wrap,Snacks,488,15,Thursday,0,30,570,6.26,0
2024-02-17,Mumbai,KFMU3,Veg Wrap,Snacks,159,53,Saturday,0,32,567,6.22,1
2024-08-18,Mumbai,KFMU3,Chicken Biryani,Main Course,378,56,Sunday,1,26,494,3.36,1
2024-08-27,Kolkata,KFKO2,Chicken Biryani,Main Course,308,15,Tuesday,0,38,202,1.11,0
2024-04-29,Mumbai,KFMU1,Veg Wrap,Snacks,239,115,Monday,1,25,592,2.95,0
2024-12-04,Delhi,KFDE4,Chicken Biryani,Main Course,218,59,Wednesday,1,32,568,4.36,0
2024-01-01,Delhi,KFDE2,Brownie,Dessert,443,119,Monday,0,31,345,1.41,0
2024-08-17,Kolkata,KFKO4,Chicken Wrap,Snacks,370,33,Saturday,0,39,245,1.84,1
2024-04-30,Hyderabad,KFHY4,Margherita Pizza,Main Course,228,107,Tuesday,1,30,423,5.38,0
2024-01-31,Delhi,KFDE1,Veg Wrap,Snacks,380,104,Wednesday,0,25,506,5.84,0
2024-09-19,Hyderabad,KFHY4,Cold Coffee,Beverages,253,60,Thursday,0,25,449,1.02,0
2024-01-14,Kolkata,KFKO2,Brownie,Dessert,450,46,Sunday,0,24,447,3.01,1
2024-01-15,Hyderabad,KFHY3,Cold Coffee,Beverages,154,52,Monday,1,23,591,7.7,0
2024-05-08,Delhi,KFDE3,Paneer Biryani,Main Course,391,91,Wednesday,1,32,496,2.06,0
2024-01-15,Kolkata,KFKO4,Chicken Wrap,Snacks,296,90,Monday,0,29,263,5.7,0
2024-08-20,Kolkata,KFKO3,Brownie,Dessert,289,111,Tuesday,0,22,266,1.72,0
2024-05-08,Chennai,KFCH3,Chicken Wrap,Snacks,443,50,Wednesday,0,37,237,2.88,0
2024-09-23,Hyderabad,KFHY2,Brownie,Dessert,372,47,Monday,0,36,449,1.34,0
2024-06-16,Kolkata,KFKO2,Pepperoni Pizza,Main Course,464,41,Sunday,0,38,354,1.79,1
2024-11-25,Pune,KFPU2,Chicken Biryani,Main Course,273,41,Monday,0,38,298,3.61,0
2024-07-18,Bangalore,KFBA4,Veg Wrap,Snacks,260,116,Thursday,0,23,390,6.34,0
2024-11-07,Kolkata,KFKO4,Brownie,Dessert,417,13,Thursday,0,19,400,3.24,0
2024-04-17,Chennai,KFCH3,Paneer Biryani,Main Course,406,8,Wednesday,0,18,540,5.43,0
2024-07-23,Delhi,KFDE1,Veg Wrap,Snacks,187,87,Tuesday,0,30,422,0.57,0
2024-12-19,Chennai,KFCH2,Chicken Wrap,Snacks,366,29,Thursday,0,33,317,1.5,0
2024-12-31,Mumbai,KFMU2,Cold Coffee,Beverages,192,56,Tuesday,0,35,230,1.4,0
2024-06-18,Kolkata,KFKO2,Cold Coffee,Beverages,439,22,Tuesday,0,20,201,3.4,0
2024-02-23,Hyderabad,KFHY3,Cold Coffee,Beverages,181,66,Friday,0,19,402,4.79,0
2024-06-16,Pune,KFPU1,Cold Coffee,Beverages,422,67,Sunday,0,33,486,4.1,1
2024-04-30,Hyderabad,KFHY3,Pepperoni Pizza,Main Course,428,103,Tuesday,0,23,289,4.05,0
2024-09-24,Mumbai,KFMU4,Chicken Biryani,Main Course,151,113,Tuesday,0,37,273,7.34,0
2024-03-20,Bangalore,KFBA1,Paneer Biryani,Main Course,342,78,Wednesday,0,30,516,4.72,0
2024-08-14,Chennai,KFCH1,Chicken Wrap,Snacks,395,97,Wednesday,1,21,541,6.76,0
2024-03-15,Chennai,KFCH2,Chicken Wrap,Snacks,396,83,Friday,0,33,291,0.83,0
2024-01-01,Chennai,KFCH2,Pepperoni Pizza,Main Course,446,93,Monday,1,39,249,0.94,0
2024-07-29,Mumbai,KFMU4,Brownie,Dessert,371,61,Monday,0,25,560,7.24,0
2024-12-24,Kolkata,KFKO3,Chicken Biryani,Main Course,310,25,Tuesday,0,36,543,7.59,0
2024-06-10,Delhi,KFDE2,Brownie,Dessert,458,62,Monday,0,29,291,3.75,0
2024-10-29,Delhi,KFDE2,Paneer Biryani,Main Course,283,30,Tuesday,0,31,223,6.68,0
2024-11-27,Bangalore,KFBA4,Chicken Wrap,Snacks,205,51,Wednesday,0,18,216,6.95,0
2024-08-19,Pune,KFPU4,Pepperoni Pizza,Main Course,298,67,Monday,1,18,588,2.74,0
2024-04-04,Kolkata,KFKO4,Brownie,Dessert,392,119,Thursday,0,37,360,5.86,0
2024-08-11,Pune,KFPU1,Margherita Pizza,Main Course,150,11,Sunday,0,20,335,7.37,1
2024-06-14,Kolkata,KFKO1,Veg Wrap,Snacks,143,89,Friday,0,38,464,4.61,0
2024-12-21,Chennai,KFCH2,Brownie,Dessert,489,20,Saturday,0,23,454,3.54,1
2024-04-07,Hyderabad,KFHY3,Veg Wrap,Snacks,274,118,Sunday,0,34,460,3.73,1
2024-10-02,Bangalore,KFBA3,Cold Coffee,Beverages,372,99,Wednesday,0,26,451,4.9,0
2024-12-08,Pune,KFPU2,Brownie,Dessert,328,62,Sunday,0,20,515,5.09,1
2024-05-23,Delhi,KFDE1,Chicken Biryani,Main Course,488,105,Thursday,1,19,272,0.76,0
2024-02-25,Chennai,KFCH3,Pepperoni Pizza,Main Course,351,49,Sunday,0,33,368,2.39,1
2024-04-21,Bangalore,KFBA4,Chicken Biryani,Main Course,138,16,Sunday,0,32,393,1.39,1
2024-10-20,Hyderabad,KFHY1,Chicken Biryani,Main Course,254,46,Sunday,0,34,431,3.79,1
2024-03-17,Kolkata,KFKO2,Brownie,Dessert,499,84,Sunday,0,33,330,7.18,1
2024-02-15,Hyderabad,KFHY2,Brownie,Dessert,236,34,Thursday,1,31,538,5.06,0
2024-11-13,Mumbai,KFMU2,Paneer Biryani,Main Course,264,55,Wednesday,0,36,208,2.9,0
2024-08-30,Mumbai,KFMU1,Chicken Wrap,Snacks,373,88,Friday,0,34,332,5.47,0
2024-09-19,Mumbai,KFMU4,Brownie,Dessert,325,99,Thursday,0,37,536,7.63,0
2024-01-13,Pune,KFPU3,Margherita Pizza,Main Course,247,89,Saturday,0,29,527,1.83,1
2024-11-04,Delhi,KFDE2,Chicken Wrap,Snacks,200,60,Monday,0,19,229,6.91,0
2024-06-22,Chennai,KFCH4,Paneer Biryani,Main Course,318,16,Saturday,0,39,290,0.6,1
2024-02-02,Bangalore,KFBA2,Chicken Wrap,Snacks,239,105,Friday,0,18,383,7.94,0
2024-11-17,Kolkata,KFKO3,Brownie,Dessert,126,57,Sunday,1,18,498,6.2,1
2024-11-14,Delhi,KFDE2,Margherita Pizza,Main Course,392,103,Thursday,0,33,379,6.86,0
2024-11-22,Chennai,KFCH4,Pepperoni Pizza,Main Course,411,21,Friday,0,23,407,1.17,0
2024-12-09,Chennai,KFCH3,Pepperoni Pizza,Main Course,353,51,Monday,0,18,493,5.99,0
2024-08-05,Chennai,KFCH2,Chicken Biryani,Main Course,290,65,Monday,0,33,461,7.05,0
2024-02-21,Delhi,KFDE3,Pepperoni Pizza,Main Course,333,112,Wednesday,0,35,403,6.37,0
2024-08-21,Kolkata,KFKO4,Pepperoni Pizza,Main Course,205,95,Wednesday,0,28,265,5.99,0
2024-07-25,Delhi,KFDE1,Brownie,Dessert,435,60,Thursday,0,32,590,4.18,0
2024-12-14,Pune,KFPU2,Brownie,Dessert,149,57,Saturday,0,21,549,5.44,1
2024-06-08,Hyderabad,KFHY4,Cold Coffee,Beverages,469,47,Saturday,0,35,486,3.99,1
2024-11-01,Chennai,KFCH3,Margherita Pizza,Main Course,380,32,Friday,0,32,420,2.31,0
2024-03-19,Chennai,KFCH4,Brownie,Dessert,323,79,Tuesday,0,34,431,7.25,0
2024-01-04,Delhi,KFDE3,Veg Wrap,Snacks,351,65,Thursday,0,38,533,7.12,0
2024-12-13,Bangalore,KFBA4,Paneer Biryani,Main Course,145,90,Friday,0,31,582,4.03,0
2024-05-10,Bangalore,KFBA2,Margherita Pizza,Main Course,342,13,Friday,0,28,210,5.29,0
2024-05-17,Delhi,KFDE1,Pepperoni Pizza,Main Course,357,67,Friday,0,21,283,4.98,0
2024-07-14,Bangalore,KFBA3,Chicken Biryani,Main Course,443,29,Sunday,0,28,451,1.27,1
2024-06-16,Pune,KFPU3,Pepperoni Pizza,Main Course,199,38,Sunday,0,23,277,3.16,1
2024-10-21,Chennai,KFCH1,Veg Wrap,Snacks,493,54,Monday,0,21,424,7.83,0
2024-06-10,Hyderabad,KFHY2,Brownie,Dessert,405,114,Monday,0,39,332,7.59,0
2024-05-26,Hyderabad,KFHY3,Cold Coffee,Beverages,481,69,Sunday,0,18,580,3.2,1
2024-05-11,Delhi,KFDE1,Margherita Pizza,Main Course,270,71,Saturday,0,30,397,5.31,1
2024-07-06,Chennai,KFCH2,Paneer Biryani,Main Course,486,106,Saturday,0,25,366,2.42,1
2024-08-27,Kolkata,KFKO1,Pepperoni Pizza,Main Course,154,44,Tuesday,0,23,269,0.82,0
2024-11-03,Delhi,KFDE3,Veg Wrap,Snacks,293,18,Sunday,0,29,294,7.93,1
2024-12-21,Chennai,KFCH1,Margherita Pizza,Main Course,377,7,Saturday,0,22,446,6.35,1
2024-07-21,Pune,KFPU3,Paneer Biryani,Main Course,486,56,Sunday,1,37,599,5.01,1
2024-04-07,Bangalore,KFBA2,Pepperoni Pizza,Main Course,234,59,Sunday,0,38,561,4.71,1
2024-10-14,Mumbai,KFMU1,Chicken Wrap,Snacks,347,14,Monday,1,29,258,3.5,0
2024-10-18,Mumbai,KFMU4,Paneer Biryani,Main Course,256,22,Friday,0,18,400,6.66,0
2024-03-02,Mumbai,KFMU1,Chicken Biryani,Main Course,307,15,Saturday,0,23,253,5.26,1
2024-12-03,Mumbai,KFMU2,Brownie,Dessert,267,79,Tuesday,0,37,373,6.68,0
2024-05-08,Bangalore,KFBA3,Veg Wrap,Snacks,251,81,Wednesday,1,27,293,2.05,0
2024-04-12,Chennai,KFCH1,Cold Coffee,Beverages,160,122,Friday,1,18,342,2.11,0
2024-03-11,Kolkata,KFKO4,Cold Coffee,Beverages,242,74,Monday,0,27,279,5.79,0
2024-08-02,Delhi,KFDE4,Brownie,Dessert,478,29,Friday,0,30,542,7.64,0
2024-10-19,Pune,KFPU1,Chicken Wrap,Snacks,223,103,Saturday,0,38,236,3.59,1
2024-07-13,Chennai,KFCH4,Veg Wrap,Snacks,230,52,Saturday,1,18,353,7.46,1
2024-08-06,Kolkata,KFKO1,Chicken Wrap,Snacks,358,100,Tuesday,0,33,542,0.85,0
2024-07-05,Chennai,KFCH4,Margherita Pizza,Main Course,184,110,Friday,0,21,393,3.36,0
2024-01-08,Pune,KFPU3,Veg Wrap,Snacks,472,98,Monday,0,20,525,3.94,0
2024-12-09,Pune,KFPU2,Brownie,Dessert,263,72,Monday,0,23,323,5.9,0
2024-05-21,Bangalore,KFBA1,Pepperoni Pizza,Main Course,318,41,Tuesday,0,38,482,7.14,0
2024-10-18,Delhi,KFDE4,Veg Wrap,Snacks,219,80,Friday,0,21,204,5.5,0
2024-09-03,Mumbai,KFMU4,Pepperoni Pizza,Main Course,181,109,Tuesday,1,21,424,7.19,0
2024-11-25,Delhi,KFDE2,Brownie,Dessert,463,98,Monday,1,25,593,3.73,0
2024-07-03,Pune,KFPU1,Chicken Biryani,Main Course,149,81,Wednesday,1,25,419,0.87,0
2024-03-16,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,193,37,Saturday,0,24,249,2.31,1
2024-08-25,Mumbai,KFMU3,Veg Wrap,Snacks,377,22,Sunday,0,29,341,0.81,1
2024-07-20,Chennai,KFCH2,Cold Coffee,Beverages,146,52,Saturday,0,20,211,4.21,1
2024-03-30,Bangalore,KFBA2,Veg Wrap,Snacks,329,100,Saturday,0,32,442,6.01,1
2024-09-15,Hyderabad,KFHY1,Brownie,Dessert,193,69,Sunday,0,26,540,7.72,1
2024-09-02,Pune,KFPU1,Chicken Biryani,Main Course,357,90,Monday,0,38,413,3.35,0
2024-03-10,Delhi,KFDE1,Chicken Biryani,Main Course,343,69,Sunday,0,38,423,1.96,1
2024-09-01,Pune,KFPU1,Cold Coffee,Beverages,308,35,Sunday,0,37,245,0.8,1
2024-12-19,Mumbai,KFMU2,Veg Wrap,Snacks,293,57,Thursday,0,38,587,1.14,0
2024-11-10,Pune,KFPU2,Chicken Wrap,Snacks,274,70,Sunday,0,35,552,3.76,1
2024-07-26,Chennai,KFCH1,Brownie,Dessert,255,29,Friday,0,33,232,2.74,0
2024-10-19,Pune,KFPU2,Paneer Biryani,Main Course,464,91,Saturday,0,22,326,7.82,1
2024-12-02,Kolkata,KFKO3,Pepperoni Pizza,Main Course,230,83,Monday,0,25,536,1.85,0
